1,Male,-0.000422426977924,3.75088738973
2,Asian,-0.000580214176342,2.62489284423
3,White,-0.000565607210118,3.29373771894
4,Black,-0.00448896392452,2.99696076537
5,Baby,-0.00241178558233,0.860697260961
6,Child,-0.000949119551291,1.77946802523
7,Youth,-0.000379528716326,2.09969129918
8,Middle Aged,-0.000347515681728,1.14528905603
9,Senior,-0.000203829116076,1.79792321691
10,Black Hair,-0.000521895812678,2.69897651085
11,Blond Hair,-0.00183108917952,1.48324814225
12,Brown Hair,-0.000524467177127,2.7799505361
13,Bald,-0.000147120124689,1.71494634833
14,No Eyewear,-0.00128459317534,3.51791168823
15,Eyeglasses,-0.000494178683283,5.23594188694
16,Sunglasses,-0.000658806733241,2.10726424626
17,Mustache,-0.000184926636442,2.82057621954
18,Smiling,-0.000696293496673,2.83999377045
19,Frowning,-0.000829836191798,2.8393835565
20,Chubby,-0.00021176997183,3.12742465602
21,Blurry,-0.000166641093258,2.78578849654
22,Harsh Lighting,-0.00051413081572,6.39245
23,Flash,-0.000231402030256,1.70016841361
24,Soft Lighting,-0.000154934687139,5.76546640923
25,Outdoor,-0.000511854085387,2.16236917306
26,Curly Hair,-0.000213705724979,2.24918412631
27,Wavy Hair,-0.000194680768571,9.76696257897e-05
28,Straight Hair,-0.000232901676585,8.94079879341e-05
29,Receding Hairline,-0.000118060481917,3.00591870664
30,Bangs,-0.000536188904394,2.32519337791
31,Sideburns,-0.000134500327558,7.58121970497e-05
32,Fully Visible Forehead,-0.000533625790338,3.30646809979
33,Partially Visible Forehead,-0.000353255996435,1.84345457963
34,Obstructed Forehead,-0.00036399420983,3.80791239829e-06
35,Bushy Eyebrows,-0.000553461277711,2.90933823608
36,Arched Eyebrows,-0.00100989312856,3.49120070371
37,Narrow Eyes,-0.000136436577449,3.80451584514
38,Eyes Open,-0.000483450396934,3.80094866407
39,Big Nose,-0.000375196401172,3.7901688769e-05
40,Pointy Nose,-0.000230373427379,4.44770349398e-05
41,Big Lips,-0.000275416267078,6.63113398964e-05
42,Mouth Closed,-0.000417649713191,2.78355727331
43,Mouth Slightly Open,-0.000139241088858,4.04450286693e-05
44,Mouth Wide Open,-0.00178829935058,2.35506458613e-05
45,Teeth Not Visible,-0.000167524039777,4.25784243981e-05
46,No Beard,-0.000304791400896,9.53857040855e-05
47,Goatee,-0.000135647835089,7.21127199399e-05
48,Round Jaw,-0.000208212482249,1.10696225802
49,Double Chin,-0.000347850670313,9.84685240276e-05
50,Wearing Hat,-0.000285830849843,2.26879171968
51,Oval Face,-0.000544002365099,4.3930641027e-05
52,Square Face,-0.000346734313514,0.581238463295
53,Round Face,-0.000167794322958,1.35705320226
54,Color Photo,-0.000423259494307,9.93222970516
55,Posed Photo,-0.000118689918354,9.08208722183e-05
56,Attractive Man,-0.000266310261462,2.26522573339e-05
57,Attractive Woman,-0.000395324806528,2.09626809233
58,Indian,-0.00094417366229,1.60379679848
59,Gray Hair,-0.000199729404993,1.44818321325
60,Bags Under Eyes,-0.00014691871437,8.18997937755e-05
61,Heavy Makeup,-0.000189034993886,2.66792920527
62,Rosy Cheeks,-0.000308397917523,5.80872111478
63,Shiny Skin,-0.000564250484622,1.82079223568
64,Pale Skin,-0.000459347802848,7.35142707089
65,5 o' Clock Shadow,-0.000248433731865,8.35461704467e-05
66,Strong Nose-Mouth Lines,-0.000157698249815,2.93519103278
67,Wearing Lipstick,-0.000156931932461,3.12398936089
68,Flushed Face,-0.00174101212052,5.98903477564
69,High Cheekbones,-0.000261067454855,2.24790704508
70,Brown Eyes,-0.000134204702086,5.3486188951e-05
71,Wearing Earrings,-0.000148793445046,1.7985749317
72,Wearing Necktie,-0.000230179686102,8.86915094938e-05
73,Wearing Necklace,-0.000343766015423,2.44345691775
